reason,label
the present phase 1 trial has been terminated due to the need for changes in the trial design requiring a new re-designed multiple dosing phase 1 trial. initiation of this new trial awaits additional non-clinical data,4
no support to run the study,4
unable to free investigators; time constraints,4
issues with obtaining study product,4
an enhanced device has been developed,4
it was decided to change the study from a cohort to a randomized controlled trial,4
due to high mortality,3
a similar article was already published by another investigator,4
takeda submitted 900 patient years interim analysis to prac and requested study to be closed since primary objective had been fulfilled. prac agreed and on 17sep2020 approved closure of eu-air registry. takeda announced study closure on 31oct2020,4
fda indicated study should have had prior ide submission & approval,4
decision by nih,4
sponsor determined this trial does not support their anticipated clinical development program,4
the study was stopped due to other research priorities,4
"by dsmb on october 18, 2013 due to increased incidence of ards. see modified protocol [nct02175225",3
production of the imp (plasmid amep) has been terminated by the supplier (bioalliance pharma),4
